RUBRO,NOMBRE_FANTASIA,DIRECCION,NUMERO,LOCALIDAD,DEPARTAMENTO,TELEFONOS,CLASE,CATEGORIA,ESTADO,HABITACIONES,PLAZAS,TITULAR,E-MAIL,DIRECCION_COMPLETA,LATITUD,LONGITUD,cluster
ALOJAMIENTO,LOS ABEDULES,LOS ABEDULES,425,CIUDAD,MALARGUE,0260-154481655,ALOJAMIENTO,SIN CATEGORIZAR,E/T,,,"MAZZINI, CONSTANZA",constanzamazzini@gmail.com,ALOJAMIENTO LOS ABEDULES CIUDAD MALARGUE MENDOZA,-35.4540874,-69.5711281,2
ALOJAMIENTO,LA RINCONADA,RUTA PROV.82,KM.39,CACHEUTA,LUJAN DE CUYO,02624-490144,ALOJAMIENTO,SIN CATEGORIZAR,E/T,6,28.0,LA RINCONADA S.A.,larinconadacacheuta@yahoo.com.ar,ALOJAMIENTO LA RINCONADA CACHEUTA LUJAN DE CUYO MENDOZA,-33.0138627,-69.1174214,1
ALOJAMIENTO,ROBLES DE BESARES,BESARES,796,CHACRAS DE CORIA,LUJAN DE CUYO,4963934,ALOJAMIENTO,SIN CATEGORIZAR,E/T,4,8.0,"MADEIRA, LAURA BEATRIZ",,ALOJAMIENTO ROBLES DE BESARES CHACRAS DE CORIA LUJAN DE CUYO MENDOZA,-32.981331,-68.8722236,1
ALOJAMIENTO,CABAÃÂ¥AS PLAYA DEL RIO,RUTA PROV.82,KM.25,SIERRAS DE ENCALADA,LAS HERAS,152093351,ALOJAMIENTO,SIN CATEGORIZAR,E/T,,,"PIANTINI, SERGIO DANIEL",,ALOJAMIENTO CABAÃÂ¥AS PLAYA DEL RIO SIERRAS DE ENCALADA LAS HERAS MENDOZA,-32.8518022,-68.8412763,1
ALOJAMIENTO,HOTEL SYRAH,SARMIENTO,971,CIUDAD,SAN RAFAEL,0260-154698349,ALOJAMIENTO,SIN CATEGORIZAR,E/T,26,60.0,"VAN YSSELDYK, ALBERTO",,ALOJAMIENTO HOTEL SYRAH CIUDAD SAN RAFAEL MENDOZA,-34.6221499,-68.3464361,0
ALOJAMIENTO,TERRAZAS LODGE,MAZA,126,CIUDAD,SAN RAFAEL,0260-154597938,ALOJAMIENTO,SIN CATEGORIZAR,E/T,6,15.0,"MONZALVO, ELISABETH ALEXIA",,ALOJAMIENTO TERRAZAS LODGE CIUDAD SAN RAFAEL MENDOZA,-34.619241,-68.3294031,0
ALOJAMIENTO,NIHUIL HOTEL,LA PASARELA,1200,EL NIHUIL,SAN RAFAEL,0260-4494028,ALOJAMIENTO,SIN CATEGORIZAR,E/T,,,ASOCIACION MUTUAL MECANICA-SMATA,,ALOJAMIENTO NIHUIL HOTEL EL NIHUIL SAN RAFAEL MENDOZA,-35.0360735,-68.6820919,0
ALOJAMIENTO,ALDEA AZUL,RUTA PROV.82,KM.29,COLONIA SUIZA,LAS HERAS,155083905,CABAÑAS,1 ESTRELLA,INSCRIPTO,1,6.0,"VERGARA, EVA IVANA",info@aldeaazul.com.ar,ALOJAMIENTO ALDEA AZUL COLONIA SUIZA LAS HERAS MENDOZA,-32.8518022,-68.8412763,1
ALOJAMIENTO,LUJAN DE CUYO B&B,AZCUENAGA,1237,CIUDAD,LUJAN DE CUYO,4984495-156409153,ALOJAMIENTO,SIN CATEGORIZAR,E/T,3,8.0,"SANCHEZ GONZALEZ, IGNACIO",info@lujandecuyobyb.com.ar,ALOJAMIENTO LUJAN DE CUYO B&B CIUDAD LUJAN DE CUYO MENDOZA,-33.0370106,-68.8608424,1
HOTEL,VILLA MANSA,CALLEJON C/SALIDA A ROQUES.PEÃÂ¥A,4687,LAS COMPUERTAS,LUJAN DE CUYO,4983258,HOTEL,3 ESTRELLAS,INSCRIPTO,12,36.0,LOCANDA S.R.L.,info@villamansa.com,HOTEL VILLA MANSA LAS COMPUERTAS LUJAN DE CUYO MENDOZA,-33.0380024,-68.9301319,1
ALOJAMIENTO,LA PICHONA,CORREDOR PRODUCTIVO,S/N,AGUA AMARGA,TUNUYAN,154533116,ALOJAMIENTO,SIN CATEGORIZAR,E/T,3,18.0,"HINOJOSA DAVILA, ARIEL ENRIQUE",,ALOJAMIENTO LA PICHONA AGUA AMARGA TUNUYAN MENDOZA,-33.5813185,-69.0153361,3
ALOJAMIENTO,COMPLEJO AITUE,"CALLE ""F""",S/N,EL JUNCALITO,GRAL.ALVEAR,2625-518791,ALOJAMIENTO,SIN CATEGORIZAR,E/T,2,11.0,"ROSSI, ADRIAN ROBERTO",,ALOJAMIENTO COMPLEJO AITUE EL JUNCALITO GRAL.ALVEAR MENDOZA,-34.950998,-67.681536,0
ALOJAMIENTO,CABAÃÂ¥AS WALWALÃÂ¡N,ELISA TESTA,KM3220,EL TOTORAL,TUNUYAN,155745247,ALOJAMIENTO,SIN CATEGORIZAR,E/T,3,18.0,"DI DOMENICO, SERGIO",,ALOJAMIENTO CABAÃÂ¥AS WALWALÃÂ¡N EL TOTORAL TUNUYAN MENDOZA,-33.5904991,-69.0190559,3
ALOJAMIENTO,APART HOTEL PLAZA,ECHEVERRIA,865,CIUDAD,TUNUYAN,02622-423989,ALOJAMIENTO,SIN CATEGORIZAR,E/T,,,"PONT, MARIA ELENA",,ALOJAMIENTO APART HOTEL PLAZA CIUDAD TUNUYAN MENDOZA,-33.5813185,-69.0153361,3
ALOJAMIENTO,EL VIAJERO,AV.RIVADAVIA,320,CIUDAD,SAN RAFAEL,0260-4433305,ALOJAMIENTO,SIN CATEGORIZAR,E/T,10,32.0,"CARALLOS, MARIA CRISTINA",residencialelviajero@yahoo.com.ar,ALOJAMIENTO EL VIAJERO CIUDAD SAN RAFAEL MENDOZA,-34.6128922,-68.3390622,0
ALOJAMIENTO,BOHEMIA HOTEL BOUTIQUE,GRANADEROS,954,CIUDAD,CAPITAL,0261-4230575,ALOJAMIENTO,SIN CATEGORIZAR,E/T,,,"ABUE, SILVIA SUSANA",,ALOJAMIENTO BOHEMIA HOTEL BOUTIQUE CIUDAD CAPITAL MENDOZA,-32.8889271,-68.857643,1
ALOJAMIENTO,CAMAU,"BÃÂ§JARDIN CRISTAL M""D2-C 9",S/N,CIUDAD,MAIPU,156659791,ALOJAMIENTO,SIN CATEGORIZAR,E/T,1,6.0,"SANCHEZ, ANTONIO M.",anapele@yahoo.com.ar,ALOJAMIENTO CAMAU CIUDAD MAIPU MENDOZA,-32.9584934,-68.7895478,1
ALOJAMIENTO,LA CASONA,BALLOFET,262,CIUDAD,SAN RAFAEL,0260-1154339642,ALOJAMIENTO,SIN CATEGORIZAR,E/T,5,22.0,"PANELO, ROSA LIDIA BEATRIZ",,ALOJAMIENTO LA CASONA CIUDAD SAN RAFAEL MENDOZA,-34.593191,-68.3995555,0
ALOJAMIENTO,COMPLEJO LA LECHUZA,CALLEJON COMUNERO C/SALIDA A MAHATMA GANDHI,S/N,POTRERILLOS,LUJAN DE CUYO,155197222-155914120,ALOJAMIENTO,SIN CATEGORIZAR,E/T,3,10.0,"TUR BOGGIANO, ,ARIELA",complejolalechuza@hotmail.com,ALOJAMIENTO COMPLEJO LA LECHUZA POTRERILLOS LUJAN DE CUYO MENDOZA,-32.9599425,-69.2643646,1
ALOJAMIENTO,CABAÃÂ¥AS LOS RENUEVOS,VILLEGAS OESTE,1231,CIUDAD,MALARGUE,0260-4470814,PAT,PAT,INSCRIPTO,2,8.0,"TASSARA, NORA ADRIANA",losrenuevosmendoza@hotmail.com,ALOJAMIENTO CABAÃÂ¥AS LOS RENUEVOS CIUDAD MALARGUE MENDOZA,-35.4719684,-69.5985267,2
ALOJAMIENTO,CLUB TAPIZ,PEDRO MOLINA,S/N,RUSSELL,MAIPU,4900202,ALOJAMIENTO,SIN CATEGORIZAR,E/T,11,22.0,FINCAS PATAGONICAS S.A.,clubtapiz@tapiz.com.ar,ALOJAMIENTO CLUB TAPIZ RUSSELL MAIPU MENDOZA,-33.0070052,-68.8294666,1
ALOJAMIENTO,SOL Y NIEVE,"LOTE NÃÂ§2-MZA.""K""-LOS CHACAYES",S/N,MANZANO HISTORICO,TUNUYAN,155796351-154859477,ALOJAMIENTO,SIN CATEGORIZAR,E/T,,,"MONTENEGRO, NANCY MERCEDES",reservas@cabanassolynieve.com.ar,ALOJAMIENTO SOL Y NIEVE MANZANO HISTORICO TUNUYAN MENDOZA,-33.5958202,-69.3699409,3
ALOJAMIENTO,VIEJO RINCON,FRANCISCO DELGADO Y BULOGNE SUR MER,S/N,CIUDAD,TUNUYAN,02622-422705,ALOJAMIENTO,SIN CATEGORIZAR,E/T,5,28.0,"DELGADO, JUAN JOSE",,ALOJAMIENTO VIEJO RINCON CIUDAD TUNUYAN MENDOZA,-33.5792118,-69.0159335,3
ALOJAMIENTO,RESIDENCIAL DE OTO,BERNARDO ORTIZ,186,BENEGAS,GODOY CRUZ,4224606,ALOJAMIENTO,SIN CATEGORIZAR,E/T,5,17.0,"DE OTO, ENRIQUE JOSE MARIA",enriquedeoto@hotmail.com,ALOJAMIENTO RESIDENCIAL DE OTO BENEGAS GODOY CRUZ MENDOZA,-32.9377522,-68.855714,1
ALOJAMIENTO,PLAZA PARADISO PETIT HOTEL,MITRE,1426,CHACRAS DE CORIA,LUJAN DE CUYO,4962909,ALOJAMIENTO,SIN CATEGORIZAR,E/T,13,52.0,PLAZA PARADISO S.A.,,ALOJAMIENTO PLAZA PARADISO PETIT HOTEL CHACRAS DE CORIA LUJAN DE CUYO MENDOZA,-32.987097,-68.885081,1
ALOJAMIENTO,CABAÃÂ¥AS LOS NIYUS,CUBILLOS,4035,RAMA CAIDA,SAN RAFAEL,0260-4694868,ALOJAMIENTO,SIN CATEGORIZAR,E/T,5,22.0,"GIANGRAVE, PABLO ADRIAN",losniyus@hotmail.com,ALOJAMIENTO CABAÃÂ¥AS LOS NIYUS RAMA CAIDA SAN RAFAEL MENDOZA,-34.6893223,-68.3848638,0
ALOJAMIENTO,COMPLEJO LA CAVA,H.YRIGOYEN,4041,EL TOLEDANO,SAN RAFAEL,0260-4436220,ALOJAMIENTO,SIN CATEGORIZAR,E/T,4,20.0,"CORZO, MARINA CECILIA",contacto@complejolacava.com,ALOJAMIENTO COMPLEJO LA CAVA EL TOLEDANO SAN RAFAEL MENDOZA,-34.5996182,-68.3795941,0
HOSTERIA,ATAMISQUE,LA GLORIA,2054,SAN JOSE,TUPUNGATO,02622-488922,HOSTERIA,2 ESTRELLAS,INSCRIPTO,6,12.0,FRUTSUR S.A.,www.atamisque.com,HOSTERIA ATAMISQUE SAN JOSE TUPUNGATO MENDOZA,-33.2974287,-69.1493312,3
ALOJAMIENTO,RIO DIAMANTE,LOS FILTROS,5055,LAS PAREDES,SAN RAFAEL,,ALOJAMIENTO,SIN CATEGORIZAR,E/T,4,16.0,"GROSSO, ANA MARIA",,ALOJAMIENTO RIO DIAMANTE LAS PAREDES SAN RAFAEL MENDOZA,-34.6128922,-68.3390622,0
ALOJAMIENTO,DALI,BELGRANO,44,CIUDAD,SAN RAFAEL,0260-4430059,HOSPEDAJE,HOSPEDAJE,INSCRIPTO,36,78.0,TURISMO LOS ANDES S.A.,,ALOJAMIENTO DALI CIUDAD SAN RAFAEL MENDOZA,-34.6128206,-68.32904,0
ALOJAMIENTO,CABAÃÂ¥AS PERDRIEL,SAN MARTIN,2537,PERDRIEL,LUJAN DE CUYO,4880700,ALOJAMIENTO,SIN CATEGORIZAR,E/T,6,16.0,"ELENA, JUAN CARLOS",cabanasperdriel@yahoo.com.ar,ALOJAMIENTO CABAÃÂ¥AS PERDRIEL PERDRIEL LUJAN DE CUYO MENDOZA,-33.0764292,-68.8868944,1
ALOJAMIENTO,CASA VINEROS,ROQUE SAENZ PEÃÂ¥A,5704,VISTALBA,LUJAN DE CUYO,4982176,ALOJAMIENTO,SIN CATEGORIZAR,E/T,,,"PONTE, LILIANA INES",,ALOJAMIENTO CASA VINEROS VISTALBA LUJAN DE CUYO MENDOZA,-33.0343081,-68.941285,1
PAT,CABAÃÂ¥AS EL LABRIEGO,JUAN AGUSTIN MAZA,3684,,MALARGUE,0260-4418682,PAT,PAT,INSCRIPTO,2,12.0,"DIAZ, LEONOR VIVIANA",ellabriego@hotmail.com,PAT CABAÃÂ¥AS EL LABRIEGO nan MALARGUE MENDOZA,-35.484462,-69.5797495,2
ALOJAMIENTO,CABAÃÂ¥AS LAS GOLONDRINAS,LAS GOLONDRINAS,S/N,EL SALTO,LUJAN DE CUYO,4972523,ALOJAMIENTO,SIN CATEGORIZAR,E/T,2,11.0,"GOMEZ, ANTONIO ALEJANDRO",,ALOJAMIENTO CABAÃÂ¥AS LAS GOLONDRINAS EL SALTO LUJAN DE CUYO MENDOZA,-32.9535467,-69.2829177,1
ALOJAMIENTO,TIERRA DE LA VID Y EL OLIVO,VIDELA ARANDA,2700,TRES ESQUINAS,MAIPU,4990729,PAT,PAT,INSCRIPTO,2,4.0,"BARCUDI, ELIZABETH MIRIAM",tierradelavidyelolivo@yahoo.com.ar,ALOJAMIENTO TIERRA DE LA VID Y EL OLIVO TRES ESQUINAS MAIPU MENDOZA,-33.0321674,-68.7714671,1
ALOJAMIENTO,EL TREBOL,LAS VEGAS OM:L12F,S/N,POTRERILLOS,LUJAN DE CUYO,4979379,ALOJAMIENTO,SIN CATEGORIZAR,E/T,,,"CONTI, JOSE NICOLAS ALBERTO",,ALOJAMIENTO EL TREBOL POTRERILLOS LUJAN DE CUYO MENDOZA,-33.0315802,-68.8644612,1
ALOJAMIENTO,RANQUIL LUNCAY,RUTA 7,KM.1149,USPALLATA,LAS HERAS,02624-420421 / 261-4701538,ALOJAMIENTO,SIN CATEGORIZAR,E/T,10,60.0,"BORDON, SUSANA RAQUEL",ranquilluncay@yahoo.com.ar,ALOJAMIENTO RANQUIL LUNCAY USPALLATA LAS HERAS MENDOZA,-32.590594,-69.352751,1
ALOJAMIENTO,CABAÃÂ¥AS SOLAIRE,AV.DEL SOL Y CALLE PUBLICA,S/N,POTRERILLOS,LUJAN DE CUYO,155343553,ALOJAMIENTO,SIN CATEGORIZAR,E/T,2,10.0,"GARCIA, AMALIA ESTHER",,ALOJAMIENTO CABAÃÂ¥AS SOLAIRE POTRERILLOS LUJAN DE CUYO MENDOZA,-32.9507408,-69.2056274,1
ALOJAMIENTO,EL MIRADOR,AV.DEL SOL,S/N,POTRERILLOS,LUJAN DE CUYO,155002120,ALOJAMIENTO,SIN CATEGORIZAR,E/T,2,8.0,"DI MECO, MARIO KORGE",,ALOJAMIENTO EL MIRADOR POTRERILLOS LUJAN DE CUYO MENDOZA,-32.9851549,-69.1702769,1
ALOJAMIENTO,CABAÃÂ¥AS MIRADOR AZUL,AV.LOS CONDORES,S/N,POTRERILLOS,LUJAN DE CUYO,156097565,ALOJAMIENTO,SIN CATEGORIZAR,E/T,3,15.0,"TRAETTA, SODE ALBERTO",,ALOJAMIENTO CABAÃÂ¥AS MIRADOR AZUL POTRERILLOS LUJAN DE CUYO MENDOZA,-32.9545454,-69.2995844,1
ALOJAMIENTO,DEPARTAMENTOS PLAZA ESPAÃÂ¥A,AV.ESPAÃÂ¥A,744,CIUDAD,CAPITAL,4235700,ALOJAMIENTO,SIN CATEGORIZAR,E/T,10,26.0,"FADRO, DOMINGO LUIS",,ALOJAMIENTO DEPARTAMENTOS PLAZA ESPAÃÂ¥A CIUDAD CAPITAL MENDOZA,-32.8894587,-68.8458386,1
ALOJAMIENTO,EL CENTENARIO,GUTIERREZ,452,CIUDAD,CAPITAL,4235516,ALOJAMIENTO,SIN CATEGORIZAR,E/T,14,42.0,SINDICATO DEL SEGURO DE LA RESPUBLICA ARGENTINA,nfraunhoffer@gmail.com,ALOJAMIENTO EL CENTENARIO CIUDAD CAPITAL MENDOZA,-32.8894587,-68.8458386,1
ALOJAMIENTO,CABAÃÂ¥AS DE LA COSTA,RUTA PROV.82,KM.245,LAS COMPUERTAS,LUJAN DE CUYO,261-5097276,ALOJAMIENTO,SIN CATEGORIZAR,E/T,2,10.0,"BERDUCI, ORLANDO",info@delacostamendoza.com.ar,ALOJAMIENTO CABAÃÂ¥AS DE LA COSTA LAS COMPUERTAS LUJAN DE CUYO MENDOZA,-33.0358959,-68.9730719,1
ALOJAMIENTO,HUSSU APART HOTEL,AV.MITRE,1671,CIUDAD,SAN RAFAEL,0260-4432647,ALOJAMIENTO,SIN CATEGORIZAR,E/T,14,64.0,"MOTORO, ELENA Y ALESSIO, MONICA",mpalessio@gmail.com,ALOJAMIENTO HUSSU APART HOTEL CIUDAD SAN RAFAEL MENDOZA,-34.6243759,-68.3050308,0
ALOJAMIENTO,LA FINCA,CUBILLOS,4035,RAMA CAIDA,SAN RAFAEL,011-1560021911,ALOJAMIENTO,SIN CATEGORIZAR,E/T,4,12.0,"CURETTI, RAUL ANTONIO",raulcuretti@gmail.com,ALOJAMIENTO LA FINCA RAMA CAIDA SAN RAFAEL MENDOZA,-34.6661668,-68.3886981,0
ALOJAMIENTO,CABAÃÂ¥AS EL AUCA,LOS ANDES,142,25 DE MAYO,SAN RAFAEL,0260-4495098,ALOJAMIENTO,SIN CATEGORIZAR,E/T,5,20.0,"ACEVEDO, ESTHER ELINA",,ALOJAMIENTO CABAÃÂ¥AS EL AUCA 25 DE MAYO SAN RAFAEL MENDOZA,-34.5857408,-68.5486333,0
ALOJAMIENTO,SOLARES DE VIÃÂ¥UELA,AV.DEL TRABAJO,1870,CIUDAD,SAN RAFAEL,0260-154231465,ALOJAMIENTO,SIN CATEGORIZAR,E/T,5,23.0,AGROQUIMICOS EL DIAMANTE S.R.L.,,ALOJAMIENTO SOLARES DE VIÃÂ¥UELA CIUDAD SAN RAFAEL MENDOZA,-34.6128922,-68.3390622,0
ALOJAMIENTO,HOTEL LOS MOLLES,RUTA 22,KM.30,LOS MOLLES,MALARGUE,0260-4499712,ALOJAMIENTO,SIN CATEGORIZAR,E/T,24,94.0,VALLE DE LOS MOLLES S.A.,info@losmolleshotel.com,ALOJAMIENTO HOTEL LOS MOLLES LOS MOLLES MALARGUE MENDOZA,-35.1659555,-69.9391487,2
ALOJAMIENTO,CABAÃÂ¥AS TERRAZAS DEL LAGO,AV.DEL SOL,S/N,LAS VEGAS,LUJAN DE CUYO,4375865-153019850,ALOJAMIENTO,SIN CATEGORIZAR,E/T,6,28.0,"MARTINEZ, ROBERTO",,ALOJAMIENTO CABAÃÂ¥AS TERRAZAS DEL LAGO LAS VEGAS LUJAN DE CUYO MENDOZA,-32.8931434,-68.8670723,1
ALOJAMIENTO,CABAÃÂ¥AS AROMAS DEL MALBEC,CERRO MARMOLEJO S/N-BÃÂ¸SOL Y NIEVE-,S/N,EL MANZANO,TUNUYAN,261-4273194,ALOJAMIENTO,SIN CATEGORIZAR,E/T,,,"DOMINGUEZ, LUIS MARCELO",marcelodominguez@yahoo.com.ar,ALOJAMIENTO CABAÃÂ¥AS AROMAS DEL MALBEC EL MANZANO TUNUYAN MENDOZA,-33.6022298,-69.3831155,3
ALOJAMIENTO,GOLF RISCO PLATEADO & RESORT,PASO EL PLANCHON,815,CIUDAD,MALARGUE,0260-4472551,PETIT HOTEL,3 ESTRELLAS,INSCRIPTO,9,23.0,"SANTISTIBAN,SILVANA EDA",riscoplateado@yahoo.com.ar,ALOJAMIENTO GOLF RISCO PLATEADO & RESORT CIUDAD MALARGUE MENDOZA,-35.4614927,-69.5960097,2
ALOJAMIENTO,JYM AUTOMOTORES,AV.ALVEAR ESTE,399,CIUDAD,GRAL.ALVEAR,02625-426614,ALOJAMIENTO,SIN CATEGORIZAR,E/T,,,"CRESPILLO, LAURA-GRACIA, MIRIAM",jymautomotores@yahoo.com.ar,ALOJAMIENTO JYM AUTOMOTORES CIUDAD GRAL.ALVEAR MENDOZA,-34.9779882,-67.6893858,0
ALOJAMIENTO,COCHI-LIHUE,RUTA 92,KM.14,VISTA FLORES,TUNUYAN,02622-492071,ALOJAMIENTO,SIN CATEGORIZAR,E/T,9,48.0,"MANRESA,REINALDO BARTOLOME",facundomoretti@hotmail.com,ALOJAMIENTO COCHI-LIHUE VISTA FLORES TUNUYAN MENDOZA,-33.623623,-69.1459957,3
ALOJAMIENTO,ESTANCIA LA ALEJANDRA,RUTA PROV.89,S/N,LA CARRERA,TUPUNGATO,4237423,ALOJAMIENTO,SIN CATEGORIZAR,E/T,4,8.0,EXPERIENCIA LOS ANDES S.A.,,ALOJAMIENTO ESTANCIA LA ALEJANDRA LA CARRERA TUPUNGATO MENDOZA,-33.1464907,-69.2995695,1
ALOJAMIENTO,LOS TRONCOS COMPLEJO TURISTICO,AV.LOS CONDORES,S/N,LAS CARDITAS-POTRERILOS,LUJAN DE CUYO,4231101,ALOJAMIENTO,SIN CATEGORIZAR,E/T,14,98.0,TURISMO POTRERILLOS S.A.,complejolostroncos@hotmail.com,ALOJAMIENTO LOS TRONCOS COMPLEJO TURISTICO LAS CARDITAS-POTRERILOS LUJAN DE CUYO MENDOZA,-32.962837,-69.2578602,1
ALOJAMIENTO,CABAÃÂ¥AS MIS NIETOS,MORGANI,127,LA CONSULTA,SAN CARLOS,02622-470850/15501082,PAT,PAT,INSCRIPTO,,,"MESA, ELBA GLADYS",cabanasmisnietos@yahoo.com.ar,ALOJAMIENTO CABAÃÂ¥AS MIS NIETOS LA CONSULTA SAN CARLOS MENDOZA,-33.7458799,-69.124817,3
ALOJAMIENTO,LOS TRONCOS DEL SALTO,AV.LOS CONDORES ESQ.LOS JILGUERES,S/N,EL SALTO-POTRERILLOS,LUJAN DE CUYO,4311830,ALOJAMIENTO,SIN CATEGORIZAR,E/T,,,"AGUIAR, JUAN CARLOS",,ALOJAMIENTO LOS TRONCOS DEL SALTO EL SALTO-POTRERILLOS LUJAN DE CUYO MENDOZA,-32.9557198,-69.2818836,1
ALOJAMIENTO,PUNTO URBANO,AV.GODOY CRUZ,322,CIUDAD,CAPITAL,4295281,ALOJAMIENTO,SIN CATEGORIZAR,E/T,,,BERALONA .S.A,eduardorallo@hotmail.com,ALOJAMIENTO PUNTO URBANO CIUDAD CAPITAL MENDOZA,-32.8835488,-68.8419508,1
ALOJAMIENTO,FINCA LA AZUL CASA DE HUESPEDES,RUTA PROV.89,S/N,CORDON DEL PLATA,TUPUNGATO,02622-422174 - 0261-155883379,PETIT HOTEL,3 ESTRELLAS,INSCRIPTO,6,16.0,"SHIRLEY HINOJOSA Y CACCIAVILLA,LUIS S.H.",oficinashirley@speedy.com.ar,ALOJAMIENTO FINCA LA AZUL CASA DE HUESPEDES CORDON DEL PLATA TUPUNGATO MENDOZA,-33.471446,-69.210491,3
ALOJAMIENTO,PILGRIM`S REST,LONGONE,2577,CHACRAS DE CORIA,LUJAN DE CUYO,4965158,ALOJAMIENTO,SIN CATEGORIZAR,E/T,3,7.0,"GARAY, SARA LUCIA",luciagaray52@hotmail.com,ALOJAMIENTO PILGRIM`S REST CHACRAS DE CORIA LUJAN DE CUYO MENDOZA,-33.0005893,-68.8941376,1
ALOJAMIENTO,CHAGLASIAN WINE & SUITES,VALENTIN BIANCHI,1600,LAS PAREDES,SAN RAFAEL,260-154691455,ALOJAMIENTO,SIN CATEGORIZAR,E/T,6,24.0,"CHAGLASIAN, BRIDEYDA",,ALOJAMIENTO CHAGLASIAN WINE & SUITES LAS PAREDES SAN RAFAEL MENDOZA,-34.5709867,-68.4147222,0
ALOJAMIENTO,CASA QUINTA LAS ROSAS,SAN MARTIN Y B.IZUEL,S/N,LA LLAVE NUEVA,SAN RAFAEL,260-154313202,ALOJAMIENTO,SIN CATEGORIZAR,E/T,1,8.0,"AMPRIMO, ESTELLA MARIA",,ALOJAMIENTO CASA QUINTA LAS ROSAS LA LLAVE NUEVA SAN RAFAEL MENDOZA,-34.640112,-68.009981,0
ALOJAMIENTO,NOMADES,ARENALES,127,EUGENIO BUSTOS,SAN CARLOS,02622-15525454,ALOJAMIENTO,SIN CATEGORIZAR,E/T,7,20.0,HOSTERIANOMADES S.A.,hosterianomades@hotmail.com,ALOJAMIENTO NOMADES EUGENIO BUSTOS SAN CARLOS MENDOZA,-33.7919707,-69.0510643,3
ALOJAMIENTO,HOSTEL BAUDI,PATRICIAS MENDOCINAS,1741,CIUDAD,CAPITAL,4230588,ALOJAMIENTO,SIN CATEGORIZAR,E/T,13,13.0,"NARANJO, ALBERTO PASCUAL",albertonaranjo@hotmail.com,ALOJAMIENTO HOSTEL BAUDI CIUDAD CAPITAL MENDOZA,-34.5869034,-68.1431414,0
ALOJAMIENTO,MODIGLIANI SUITE MENDOZA,ALEM,41,CIUDAD,CAPITAL,154194844,ALOJAMIENTO,SIN CATEGORIZAR,E/T,2,6.0,"MENDEL, MARTIN",,ALOJAMIENTO MODIGLIANI SUITE MENDOZA CIUDAD CAPITAL MENDOZA,-32.8968869,-68.8504996,1
ALOJAMIENTO,BODEGA BOUTIQUE,LAS VIRGENES,2880,LAS PAREDES,SAN RAFAEL,0260-4587230,ALOJAMIENTO,SIN CATEGORIZAR,E/T,,,"MARTIN, DAVID EDUARDO",,ALOJAMIENTO BODEGA BOUTIQUE LAS PAREDES SAN RAFAEL MENDOZA,-34.583333,-68.45,0
ALOJAMIENTO,LONG GOLDEN LIFE,AV.SAN MARTIN,2348,CIUDAD,CAPITAL,261-7047045,ALOJAMIENTO,SIN CATEGORIZAR,E/T,11,34.0,"AGUILERA, DAMIAN",goldenlifehotel@gmail.com,ALOJAMIENTO LONG GOLDEN LIFE CIUDAD CAPITAL MENDOZA,-32.8756788,-68.8358198,1
ALOJAMIENTO,CABAÃÂ¥AS EL ISLEÃÂ¥O,RUTA 173,KM.22,RAMA CAIDA,SAN RAFAEL,2627-15335159,ALOJAMIENTO,SIN CATEGORIZAR,E/T,,,"BORROVSKY, SILVINA",silvinabobrosvsky@yahoo.com.ar,ALOJAMIENTO CABAÃÂ¥AS EL ISLEÃÂ¥O RAMA CAIDA SAN RAFAEL MENDOZA,-34.6661668,-68.3886981,0
ALOJAMIENTO,CABAÃÂ¥AS LAS ROCAS,CANGALLO,1450,CIUDAD,SAN RAFAEL,0260-154576263,ALOJAMIENTO,SIN CATEGORIZAR,E/T,6,36.0,"GIJON, GUSTAVO JOSE",infi@cabanaslasrocas.com.ar,ALOJAMIENTO CABAÃÂ¥AS LAS ROCAS CIUDAD SAN RAFAEL MENDOZA,-34.6378694,-68.3649639,0
ALOJAMIENTO,SOLEADO APART,AV.BALLOFET,1305,CIUDAD,SAN RAFAEL,0260-4447953,ALOJAMIENTO,SIN CATEGORIZAR,E/T,15,,,info@soleadosanrafael.com.ar,ALOJAMIENTO SOLEADO APART CIUDAD SAN RAFAEL MENDOZA,-34.6128922,-68.3390622,0
ALOJAMIENTO,LAS CHACRITAS,RUTA PROV.,89,POTRERILLOS,LUJAN DE CUYO,261-6139222,ALOJAMIENTO,SIN CATEGORIZAR,E/T,,,"MARIN, BEATRIZ MONICA",monicab_marin@hotmail.com,ALOJAMIENTO LAS CHACRITAS POTRERILLOS LUJAN DE CUYO MENDOZA,-32.9685732,-69.2393459,1
ALOJAMIENTO,CABAÃÂ¥AS DEL SUR,EJERCITO DE LOS ANDES,555,RAMA CAIDA,SAN RAFAEL,0260-4441491,ALOJAMIENTO,SIN CATEGORIZAR,E/T,9,36.0,"SANCHEZ, GRACIELA SUSANA",,ALOJAMIENTO CABAÃÂ¥AS DEL SUR RAMA CAIDA SAN RAFAEL MENDOZA,-34.6128922,-68.3390622,0
